,제조사,모델,모델연도,사용량,배기량,변속기,연료,연비,가격
381,Audi, A4,2019,4598,2.0,Manual,Petrol,38.2,25990
382,Audi, A8,2018,6588,3.0,Semi-Auto,Diesel,48.7,38995
383,Audi, Q7,2016,48248,3.0,Semi-Auto,Diesel,47.9,31995
384,Audi, A3,2019,4549,2.0,Semi-Auto,Petrol,34.5,30995
385,Audi, A1,2019,7564,1.0,Manual,Petrol,51.4,18995
386,Audi, A8,2018,11276,3.0,Semi-Auto,Diesel,48.7,41995
387,Audi, A4,2016,20141,2.0,Manual,Diesel,67.3,19995
388,Audi, A3,2016,16555,1.4,Manual,Petrol,60.1,16995
389,Audi, A1,2017,8608,1.0,Manual,Petrol,67.3,14495
390,Audi, Q3,2017,18380,1.4,Manual,Petrol,49.6,19995
391,Audi, Q3,2017,27136,2.0,Semi-Auto,Petrol,40.4,23995
392,Audi, A3,2016,36409,1.4,Manual,Petrol,60.1,13995
393,Audi, A6,2017,35219,3.0,Semi-Auto,Diesel,50.4,27995
394,Audi, Q5,2018,10252,2.0,Semi-Auto,Petrol,40.4,33995
395,Audi, A3,2018,16380,1.6,Manual,Diesel,67.3,17490
396,Audi, A3,2015,30530,2.0,Semi-Auto,Diesel,64.2,14990
397,Audi, Q5,2016,37129,3.0,Semi-Auto,Diesel,42.2,30995
398,Audi, A3,2017,36400,1.4,Manual,Petrol,61.4,13995
399,Audi, Q7,2018,8618,3.0,Semi-Auto,Diesel,32.8,47995
400,Audi, Q2,2018,9634,1.4,Manual,Petrol,50.4,21995
401,Audi, Q2,2017,18355,1.6,Semi-Auto,Diesel,68.9,19995
402,Audi, Q5,2017,28604,2.0,Semi-Auto,Petrol,40.9,26995
403,Audi, A1,2017,15187,1.6,Manual,Diesel,76.3,15995
404,Audi, A5,2015,43417,2.0,Semi-Auto,Diesel,50.4,18990
405,Audi, A8,2018,12195,3.0,Semi-Auto,Diesel,50.4,35995
406,Audi, A5,2018,12686,3.0,Semi-Auto,Diesel,58.9,27995
407,Audi, A1,2019,5356,1.5,Semi-Auto,Petrol,44.1,23995
408,Audi, A4,2020,7963,2.0,Semi-Auto,Petrol,41.5,31265
409,Audi, A5,2020,7423,2.0,Semi-Auto,Diesel,51.4,36312
410,Audi, A1,2017,12148,1.0,Manual,Petrol,67.3,13995
411,Audi, Q5,2016,44525,3.0,Semi-Auto,Diesel,42.2,31995
412,Audi, Q3,2016,20952,2.0,Manual,Diesel,55.4,18495
413,Audi, A6,2019,4582,3.0,Semi-Auto,Diesel,39.2,33490
414,Audi, Q5,2014,36970,2.0,Manual,Diesel,47.9,19995
415,Audi, Q3,2015,38244,1.4,Manual,Petrol,49.6,17995
416,Audi, Q7,2015,26407,3.0,Semi-Auto,Diesel,47.9,31995
417,Audi, Q2,2019,6484,1.6,Manual,Diesel,49.6,23995
418,Audi, A3,2019,3325,1.6,Manual,Diesel,49.6,20995
419,Audi, Q3,2017,9078,2.0,Semi-Auto,Petrol,40.4,24995
420,Audi, A1,2017,22427,1.0,Manual,Petrol,67.3,12995
421,Audi, A4,2015,41755,2.0,Semi-Auto,Diesel,53.3,14995
422,Audi, A3,2015,35455,1.4,Semi-Auto,Petrol,58.9,12490
423,Audi, A3,2017,14607,1.0,Manual,Petrol,60.1,14298
424,Audi, A1,2016,24952,1.4,Manual,Petrol,55.4,11498
425,Audi, A5,2014,49640,2.0,Manual,Diesel,64.2,11998
426,Audi, Q3,2017,21576,1.4,Manual,Petrol,49.6,19998
427,Audi, Q5,2017,20870,2.0,Semi-Auto,Diesel,55.4,27995
428,Audi, A4,2017,30300,2.0,Semi-Auto,Diesel,62.8,19995
429,Audi, Q3,2016,22353,2.0,Manual,Diesel,49.6,19995
430,Audi, Q3,2016,23205,2.0,Semi-Auto,Diesel,55.4,19995
431,Audi, A1,2017,15361,1.4,Manual,Petrol,55.4,13995
432,Audi, A6,2019,8598,2.0,Semi-Auto,Diesel,47.9,29995
433,Audi, A3,2019,6000,1.6,Semi-Auto,Diesel,52.3,19990
434,Audi, A3,2019,5199,1.6,Semi-Auto,Diesel,52.3,19990
435,Audi, A1,2018,15092,1.4,Manual,Petrol,57.7,14995
436,Audi, A3,2017,3059,2.0,Semi-Auto,Petrol,43.5,36990
437,Audi, TT,2016,28475,2.0,Semi-Auto,Petrol,40.9,24995
438,Audi, A3,2013,35804,1.4,Manual,Petrol,54.3,11490
439,Audi, A3,2017,24000,1.4,Manual,Petrol,60.1,18495
440,Audi, Q7,2019,3264,3.0,Semi-Auto,Diesel,33.6,46990
441,Audi, A3,2019,2868,1.6,Semi-Auto,Diesel,52.3,23995
442,Audi, A4,2019,6541,2.0,Semi-Auto,Diesel,47.9,27990
443,Audi, Q5,2019,4511,2.0,Semi-Auto,Diesel,38.2,36990
444,Audi, Q3,2017,27057,1.4,Semi-Auto,Petrol,47.9,18995
445,Audi, A4,2013,42185,2.0,Manual,Diesel,55.4,12990
446,Audi, Q5,2015,59120,2.0,Semi-Auto,Diesel,47.1,17995
447,Audi, A5,2016,41431,2.0,Semi-Auto,Diesel,52.3,16498
448,Audi, Q5,2019,30,2.0,Semi-Auto,Petrol,33.2,31998
449,Audi, Q5,2019,5065,2.0,Semi-Auto,Diesel,38.2,36995
450,Audi, Q5,2019,4638,2.0,Semi-Auto,Diesel,38.2,36995
451,Audi, RS6,2017,34926,4.0,Semi-Auto,Petrol,29.4,57995
452,Audi, Q2,2018,4642,1.6,Semi-Auto,Diesel,46.3,22890
453,Audi, A6,2015,29558,2.0,Semi-Auto,Diesel,67.3,16995
454,Audi, A6,2019,4899,2.0,Semi-Auto,Diesel,47.9,33298
455,Audi, A3,2017,17000,1.4,Manual,Petrol,60.1,15995
456,Audi, A4,2017,51204,2.0,Semi-Auto,Diesel,56.5,20995
457,Audi, A3,2013,38776,1.4,Semi-Auto,Petrol,56.5,14995
458,Audi, Q3,2017,21972,1.4,Manual,Petrol,49.6,19995
459,Audi, TT,2018,17648,2.5,Semi-Auto,Petrol,34.5,39995
460,Audi, Q2,2017,5674,1.4,Semi-Auto,Petrol,52.3,22995
461,Audi, A5,2017,22086,2.0,Semi-Auto,Diesel,62.8,24995
462,Audi, A8,2019,10090,3.0,Semi-Auto,Petrol,37.7,39995
463,Audi, Q3,2015,20825,1.4,Semi-Auto,Petrol,47.9,19995
464,Audi, A1,2015,20042,1.4,Manual,Petrol,57.6,12995
465,Audi, Q2,2019,3657,1.6,Manual,Diesel,49.6,22663
466,Audi, Q2,2019,4502,1.6,Manual,Diesel,47.9,24368
467,Audi, A4,2017,31214,2.0,Semi-Auto,Diesel,67.3,19495
468,Audi, Q2,2018,16414,1.4,Manual,Petrol,50.4,19990
469,Audi, Q2,2018,27198,1.4,Manual,Petrol,50.4,21495
470,Audi, A3,2018,17166,2.0,Semi-Auto,Petrol,43.5,28995
471,Audi, A3,2018,18283,2.0,Semi-Auto,Petrol,44.1,26990
472,Audi, Q5,2018,15076,2.0,Semi-Auto,Diesel,56.5,27995
473,Audi, Q5,2017,29330,2.0,Semi-Auto,Diesel,56.5,25995
474,Audi, Q2,2017,25520,1.4,Manual,Petrol,50.4,19995
475,Audi, A4,2020,7521,2.0,Semi-Auto,Diesel,49.6,38534
476,Audi, A7,2019,933,2.0,Semi-Auto,Diesel,45.6,41995
477,Audi, A3,2019,6018,1.6,Semi-Auto,Diesel,52.3,19990
478,Audi, A3,2019,11330,1.5,Manual,Petrol,42.8,18495
479,Audi, Q5,2016,23478,3.0,Semi-Auto,Diesel,42.2,33995
480,Audi, Q2,2017,17872,1.6,Manual,Diesel,64.2,18995
481,Audi, A5,2019,4327,2.0,Semi-Auto,Petrol,39.8,30709
482,Audi, Q7,2019,4813,3.0,Semi-Auto,Diesel,33.2,48136
483,Audi, Q2,2019,3578,1.6,Manual,Diesel,47.9,24365
484,Audi, A6,2019,4196,2.0,Semi-Auto,Diesel,47.9,33295
485,Audi, A1,2015,32065,1.4,Manual,Petrol,55.4,13995
486,Audi, A8,2017,15072,3.0,Semi-Auto,Diesel,47.1,28995
487,Audi, Q3,2017,50286,2.0,Manual,Diesel,61.4,16490
488,Audi, Q3,2017,25667,2.0,Semi-Auto,Petrol,40.4,23995
489,Audi, Q7,2017,33165,3.0,Semi-Auto,Diesel,47.9,35995
490,Audi, Q2,2017,27078,1.4,Manual,Petrol,50.4,19995
491,Audi, Q2,2017,29874,1.4,Manual,Petrol,50.4,19995
492,Audi, Q5,2015,28977,2.0,Semi-Auto,Diesel,47.1,21995
493,Audi, Q3,2016,28526,2.0,Semi-Auto,Diesel,50.4,21995
494,Audi, Q3,2017,14068,2.0,Manual,Diesel,54.3,22995
495,Audi, A3,2018,6321,2.0,Manual,Petrol,50.4,18990
496,Audi, A8,2018,4440,3.0,Semi-Auto,Petrol,37.7,40990
497,Audi, A3,2019,2085,1.6,Manual,Diesel,51.4,23995
498,Audi, Q5,2019,2712,2.0,Semi-Auto,Diesel,38.2,37995
499,Audi, A6,2019,3968,2.0,Semi-Auto,Diesel,47.9,33410
500,Audi, Q2,2019,6921,1.0,Manual,Petrol,47.1,22997
501,Audi, A3,2015,50062,1.2,Manual,Petrol,57.6,14995
502,Audi, A1,2015,31500,1.4,Manual,Petrol,57.6,11995
503,Audi, A1,2015,21807,1.4,Manual,Petrol,57.6,12995
504,Audi, A5,2019,7215,2.0,Semi-Auto,Diesel,46.3,27990
505,Audi, A6,2019,5397,2.0,Semi-Auto,Diesel,50.4,29990
506,Audi, A3,2019,4963,1.5,Manual,Petrol,42.8,23377
507,Audi, A3,2017,13688,2.0,Manual,Petrol,40.4,25995
508,Audi, A3,2017,19735,1.4,Semi-Auto,Petrol,57.6,18995
509,Audi, Q3,2017,22175,1.4,Semi-Auto,Petrol,47.9,20995
510,Audi, A4,2018,13907,1.4,Semi-Auto,Petrol,49.6,23995
511,Audi, A1,2018,20106,1.0,Manual,Petrol,67.3,14495
512,Audi, Q5,2018,7891,2.0,Semi-Auto,Petrol,40.9,30995
513,Audi, A4,2019,4836,2.0,Semi-Auto,Diesel,48.7,26490
514,Audi, A5,2019,4587,2.0,Manual,Petrol,37.2,34259
515,Audi, A5,2019,5721,2.0,Manual,Petrol,37.2,35131
516,Audi, Q7,2019,4236,3.0,Semi-Auto,Diesel,33.2,50414
517,Audi, Q5,2015,18188,2.0,Semi-Auto,Diesel,47.1,21995
518,Audi, A5,2016,41497,2.0,Manual,Diesel,57.6,16995
519,Audi, A1,2016,13961,1.4,Manual,Petrol,58.9,14995
520,Audi, A6,2019,10852,2.0,Semi-Auto,Diesel,47.9,30990
521,Audi, A3,2019,10059,1.5,Manual,Petrol,43.5,18490
522,Audi, A3,2019,5985,1.5,Manual,Petrol,43.5,18490
523,Audi, A4,2019,6214,2.0,Semi-Auto,Petrol,38.7,26490
524,Audi, RS5,2019,5089,2.9,Semi-Auto,Petrol,30.1,59995
525,Audi, Q2,2019,2756,1.0,Manual,Petrol,42.2,24995
526,Audi, A6,2019,4982,2.0,Semi-Auto,Diesel,47.9,29490
527,Audi, A4,2016,41505,2.0,Semi-Auto,Diesel,67.3,17495
528,Audi, Q3,2017,26494,1.4,Semi-Auto,Petrol,47.9,20995
529,Audi, A1,2017,23655,1.4,Manual,Petrol,55.4,14495
530,Audi, RS5,2019,3382,2.9,Semi-Auto,Petrol,30.1,58995
531,Audi, A3,2018,17789,1.5,Manual,Petrol,54.3,19995
532,Audi, A6,2019,5023,2.0,Semi-Auto,Diesel,47.9,33640
533,Audi, A6,2019,6238,3.0,Semi-Auto,Diesel,37.7,53939
534,Audi, A5,2019,4520,2.0,Semi-Auto,Petrol,39.8,30719
535,Audi, A5,2019,5210,2.0,Semi-Auto,Petrol,39.8,30197
536,Audi, A5,2019,3256,2.0,Semi-Auto,Petrol,40.4,27022
537,Audi, A4,2019,5201,2.0,Semi-Auto,Diesel,44.1,37560
538,Audi, Q7,2019,28,3.0,Semi-Auto,Diesel,33.6,49990
539,Audi, A1,2017,25747,1.0,Manual,Petrol,67.3,12495
540,Audi, A1,2017,27000,1.4,Manual,Petrol,55.4,14995
541,Audi, Q5,2016,51562,3.0,Semi-Auto,Diesel,42.8,24490
542,Audi, A3,2016,40030,1.6,Manual,Diesel,83.1,13995
543,Audi, A6,2016,43099,2.0,Semi-Auto,Diesel,56.5,19495
544,Audi, Q2,2017,18842,1.0,Manual,Petrol,55.4,17995
545,Audi, A4,2016,31894,3.0,Semi-Auto,Diesel,64.2,19995
546,Audi, A5,2019,5712,2.0,Semi-Auto,Diesel,51.4,30728
547,Audi, A5,2015,38540,2.0,Semi-Auto,Diesel,58.9,18995
548,Audi, A1,2017,25552,1.4,Manual,Petrol,56.5,13995
549,Audi, A7,2015,72283,3.0,Semi-Auto,Diesel,54.3,18495
550,Audi, Q5,2016,22809,3.0,Semi-Auto,Diesel,42.2,34995
551,Audi, A3,2017,16103,2.0,Manual,Diesel,65.7,19995
552,Audi, A1,2016,23745,1.4,Manual,Petrol,57.6,13495
553,Audi, TT,2016,29593,2.0,Manual,Diesel,62.8,16995
554,Audi, A1,2014,15300,1.4,Semi-Auto,Petrol,53.3,13995
555,Audi, Q3,2018,9185,1.4,Semi-Auto,Petrol,48.7,25995
556,Audi, Q2,2019,1592,1.5,Manual,Petrol,39.2,25995
557,Audi, A1,2016,45644,1.6,Manual,Diesel,80.7,10995
558,Audi, Q8,2019,4488,3.0,Semi-Auto,Diesel,33.6,48995
559,Audi, Q5,2016,29156,3.0,Semi-Auto,Diesel,42.2,33995
560,Audi, A1,2015,15837,1.4,Manual,Petrol,58.9,12298
561,Audi, Q3,2016,15264,2.0,Manual,Diesel,61.4,15998
562,Audi, Q2,2018,8211,1.6,Manual,Diesel,49.6,18998
563,Audi, Q2,2017,10962,1.4,Manual,Petrol,50.4,21995
564,Audi, Q5,2016,42187,3.0,Semi-Auto,Diesel,42.8,28995
565,Audi, A1,2017,8128,1.4,Manual,Petrol,55.4,15995
566,Audi, A4,2016,55697,2.0,Manual,Diesel,70.6,13985
567,Audi, Q3,2015,35446,2.0,Manual,Diesel,54.3,13995
568,Audi, Q3,2016,30366,2.0,Semi-Auto,Diesel,50.4,18499
569,Audi, Q5,2017,32090,2.0,Semi-Auto,Petrol,40.4,27498
570,Audi, Q3,2015,19300,1.4,Semi-Auto,Petrol,47.9,15998
571,Audi, A4,2016,37478,2.0,Manual,Diesel,74.3,13998
572,Audi, A3,2019,6266,2.0,Semi-Auto,Petrol,38.2,24998
573,Audi, A1,2016,8577,1.4,Manual,Petrol,55.4,13995
574,Audi, A3,2018,13147,1.6,Manual,Diesel,67.3,18995
575,Audi, A6,2017,24336,2.0,Semi-Auto,Diesel,61.4,22995
576,Audi, Q2,2018,23813,1.0,Manual,Petrol,55.4,17495
577,Audi, Q2,2017,17633,1.4,Semi-Auto,Petrol,52.3,21995
578,Audi, A6,2015,55220,2.0,Semi-Auto,Diesel,64.2,16995
579,Audi, Q5,2017,47952,2.0,Semi-Auto,Diesel,56.5,22995
580,Audi, Q5,2014,50500,3.0,Semi-Auto,Diesel,44.1,19995
581,Audi, A1,2016,31147,1.4,Manual,Petrol,56.5,15495
582,Audi, Q2,2019,79,2.0,Semi-Auto,Diesel,46.3,25998
583,Audi, A5,2015,56875,2.0,Semi-Auto,Diesel,53.3,14500
584,Audi, A5,2015,37056,2.0,Manual,Diesel,53.3,18995
585,Audi, RS3,2018,5431,2.5,Semi-Auto,Petrol,34.0,39995
586,Audi, A1,2016,31031,1.4,Manual,Petrol,56.5,13995
587,Audi, A4,2015,34906,3.0,Semi-Auto,Diesel,49.6,17995
588,Audi, A4,2017,14821,3.0,Semi-Auto,Diesel,64.2,21995
589,Audi, A1,2016,15307,1.4,Manual,Petrol,55.4,15495
590,Audi, A4,2016,23626,2.0,Semi-Auto,Petrol,45.6,19995
591,Audi, A1,2016,11892,1.0,Manual,Petrol,67.3,12995
592,Audi, A1,2016,42165,1.4,Manual,Petrol,56.5,12995
593,Audi, A3,2019,3036,2.0,Semi-Auto,Petrol,34.5,31795
594,Audi, A4,2019,2703,3.0,Semi-Auto,Diesel,40.9,39995
595,Audi, Q7,2016,41032,4.0,Automatic,Diesel,39.2,48995
596,Audi, A3,2018,8545,1.6,Manual,Diesel,53.3,21495
597,Audi, A3,2016,30287,1.4,Manual,Petrol,60.1,13498
598,Audi, A3,2016,1893,1.4,Manual,Petrol,60.1,14998
599,Audi, A4,2017,6896,1.4,Manual,Petrol,52.3,16998
600,Audi, TT,2016,34084,2.0,Manual,Diesel,62.8,15498
601,Audi, A4,2017,84222,2.0,Semi-Auto,Diesel,68.9,13985
602,Audi, A3,2015,68428,1.6,Manual,Diesel,83.1,10385
603,Audi, Q5,2018,20283,3.0,Semi-Auto,Petrol,34.0,37500
604,Audi, A4,2016,56235,2.0,Manual,Diesel,74.3,11500
605,Audi, A8,2017,37492,3.0,Semi-Auto,Diesel,47.1,24500
606,Audi, Q5,2015,66959,3.0,Semi-Auto,Diesel,41.5,21500
607,Audi, Q5,2014,46622,2.0,Manual,Diesel,47.9,16000
608,Audi, A6,2013,40003,2.0,Semi-Auto,Diesel,56.5,11995
609,Audi, Q5,2018,20300,3.0,Semi-Auto,Petrol,34.0,38900
610,Audi, A5,2019,50,2.0,Semi-Auto,Petrol,40.4,24498
611,Audi, Q2,2016,23426,1.4,Manual,Petrol,50.4,19995
612,Audi, A3,2015,46465,1.4,Semi-Auto,Petrol,54.3,14995
613,Audi, Q5,2018,14600,2.0,Semi-Auto,Diesel,55.4,29995
614,Audi, A1,2019,3232,1.0,Manual,Petrol,50.4,23995
615,Audi, A1,2017,16086,1.4,Manual,Petrol,55.4,15995
616,Audi, A1,2017,15981,1.4,Manual,Petrol,57.6,13995
617,Audi, A7,2018,6850,3.0,Semi-Auto,Diesel,38.2,38995
618,Audi, A3,2017,16668,1.6,Manual,Diesel,70.6,18995
619,Audi, A7,2018,13082,3.0,Semi-Auto,Petrol,39.8,35995
620,Audi, A3,2019,10522,1.5,Semi-Auto,Petrol,43.5,18995
621,Audi, A3,2018,12795,1.0,Manual,Petrol,47.1,19995
622,Audi, Q5,2018,8250,2.0,Automatic,Diesel,38.2,34995
623,Audi, Q2,2019,5859,1.6,Automatic,Diesel,47.9,23995
624,Audi, A4,2019,8235,2.0,Automatic,Diesel,44.1,37995
625,Audi, Q3,2019,5356,2.0,Manual,Diesel,40.9,35995
626,Audi, A6,2019,5565,2.0,Automatic,Diesel,47.9,34995
627,Audi, A4,2017,13122,1.4,Manual,Petrol,52.3,16498
628,Audi, Q2,2019,2940,1.5,Manual,Petrol,39.2,26495
629,Audi, Q5,2016,26500,2.0,Semi-Auto,Diesel,47.1,21995
630,Audi, A8,2020,1100,3.0,Semi-Auto,Diesel,40.4,52995
631,Audi, Q5,2018,24408,2.0,Semi-Auto,Petrol,40.4,30995
632,Audi, RS4,2020,2200,2.9,Semi-Auto,Petrol,28.8,69995
633,Audi, A7,2020,500,3.0,Semi-Auto,Diesel,38.7,51995
634,Audi, A4,2016,47600,2.0,Semi-Auto,Diesel,56.5,21995
635,Audi, A3,2018,17252,1.5,Automatic,Petrol,56.5,22995
636,Audi, A5,2017,49287,2.0,Semi-Auto,Diesel,62.8,19945
637,Audi, A5,2017,47446,2.0,Semi-Auto,Diesel,62.8,22945
638,Audi, A5,2017,14589,2.0,Semi-Auto,Diesel,65.7,22990
639,Audi, A4,2016,41279,2.0,Manual,Diesel,74.3,13995
640,Audi, Q7,2018,3893,4.0,Automatic,Diesel,39.2,60995
641,Audi, A8,2017,3338,3.0,Automatic,Diesel,50.4,38995
642,Audi, Q5,2018,4286,3.0,Automatic,Petrol,34.0,42995
643,Audi, Q5,2018,22913,2.0,Automatic,Diesel,56.5,28995
644,Audi, Q5,2019,4125,2.0,Semi-Auto,Diesel,38.2,36995
645,Audi, Q3,2019,4000,2.0,Semi-Auto,Petrol,31.7,34995
646,Audi, Q5,2019,5123,2.0,Semi-Auto,Diesel,38.2,38495
647,Audi, A4,2019,5000,3.0,Automatic,Diesel,40.9,43495
648,Audi, A5,2019,6500,2.0,Automatic,Diesel,46.3,34995
649,Audi, Q5,2017,29832,3.0,Semi-Auto,Petrol,34.0,35995
650,Audi, Q2,2017,11125,1.4,Manual,Petrol,50.4,21495
651,Audi, Q5,2019,11565,2.0,Automatic,Diesel,38.2,36995
652,Audi, A3,2019,10434,1.5,Automatic,Petrol,42.2,22995
653,Audi, A3,2016,61332,2.0,Manual,Diesel,68.9,11990
654,Audi, A1,2016,22669,1.4,Manual,Petrol,57.6,11498
655,Audi, Q3,2016,14419,2.0,Manual,Diesel,52.3,19498
656,Audi, A1,2015,37458,1.4,Manual,Petrol,55.4,10698
657,Audi, A1,2014,23015,1.4,Manual,Petrol,60.1,11998
658,Audi, A6,2016,26784,2.0,Semi-Auto,Diesel,54.3,22500
659,Audi, Q5,2019,7256,2.0,Automatic,Diesel,38.2,35995
660,Audi, TT,2016,24256,1.8,Manual,Petrol,47.1,17995
661,Audi, A4,2018,11047,2.0,Semi-Auto,Diesel,56.5,28995
662,Audi, A4,2017,19444,2.0,Semi-Auto,Diesel,57.6,22995
663,Audi, Q3,2017,30123,1.4,Manual,Petrol,51.4,17995
664,Audi, A4,2019,7422,2.0,Manual,Petrol,39.2,25995
665,Audi, A4,2016,40688,2.0,Automatic,Petrol,42.8,24495
666,Audi, Q3,2019,5454,2.0,Semi-Auto,Petrol,30.7,38995
667,Audi, A3,2019,12785,1.5,Manual,Petrol,42.8,19995
668,Audi, A6,2019,7486,3.0,Automatic,Diesel,39.2,42995
669,Audi, A5,2019,9256,2.0,Automatic,Diesel,45.6,36995
670,Audi, A4,2019,13690,2.0,Automatic,Diesel,47.9,29995
671,Audi, Q3,2016,25125,2.0,Semi-Auto,Diesel,50.4,20495
672,Audi, Q5,2019,6400,2.0,Automatic,Diesel,38.2,34995
673,Audi, A3,2019,3265,1.0,Manual,Petrol,47.1,19495
674,Audi, Q3,2017,17680,2.0,Semi-Auto,Petrol,42.2,22995
675,Audi, A1,2016,38502,1.4,Manual,Petrol,57.6,11995
676,Audi, A1,2016,36276,1.4,Manual,Petrol,55.4,12995
677,Audi, Q7,2017,23437,4.0,Automatic,Diesel,39.2,49995
678,Audi, Q5,2017,20364,2.0,Semi-Auto,Diesel,56.5,25995
679,Audi, A1,2016,22606,1.4,Manual,Petrol,57.6,11995
680,Audi, A4,2020,100,2.0,Semi-Auto,Petrol,39.2,29995
681,Audi, RS4,2019,8503,2.9,Semi-Auto,Diesel,33.6,52995
682,Audi, Q2,2019,1296,2.0,Semi-Auto,Petrol,34.5,28995
683,Audi, A5,2016,26307,2.0,Manual,Diesel,60.1,16995
684,Audi, Q7,2016,34685,3.0,Semi-Auto,Diesel,47.9,33995
685,Audi, A5,2016,34728,2.0,Manual,Diesel,57.6,18995
686,Audi, A1,2017,24427,1.4,Manual,Petrol,55.4,14995
687,Audi, A1,2017,16763,1.4,Manual,Petrol,55.4,12995
688,Audi, Q2,2017,38484,1.0,Manual,Petrol,55.4,15995
689,Audi, Q7,2017,16837,4.0,Semi-Auto,Diesel,39.2,52995
690,Audi, Q2,2017,33523,2.0,Automatic,Diesel,58.9,19995
691,Audi, A4,2017,6402,1.4,Manual,Petrol,52.3,17298
692,Audi, A4,2016,21944,2.0,Manual,Petrol,49.6,15998
693,Audi, TT,2015,19383,2.0,Manual,Petrol,46.3,16498
694,Audi, A6,2019,19118,2.0,Semi-Auto,Diesel,47.9,25998
695,Audi, Q3,2019,4436,2.0,Semi-Auto,Petrol,32.1,38995
696,Audi, Q8,2019,5978,4.0,Semi-Auto,Diesel,30.7,83995
697,Audi, A1,2019,2235,1.0,Manual,Petrol,49.6,19995
698,Audi, Q3,2016,52496,2.0,Semi-Auto,Diesel,50.4,16995
699,Audi, A6,2016,52255,2.0,Automatic,Diesel,61.4,18350
700,Audi, A3,2018,19686,1.6,Manual,Diesel,68.9,15590
701,Audi, Q7,2016,26705,3.0,Semi-Auto,Diesel,47.9,12500
702,Audi, A1,2016,26705,1.4,Manual,Petrol,58.9,12500
703,Audi, A1,2018,18120,1.4,Manual,Petrol,57.7,12500
704,Audi, Q3,2016,11966,1.4,Semi-Auto,Petrol,47.9,18000
705,Audi, A3,2016,34728,1.4,Manual,Petrol,57.6,14500
706,Audi, A3,2018,30547,1.6,Semi-Auto,Diesel,70.6,16995
707,Audi, A3,2015,72406,2.0,Manual,Diesel,68.9,13795
708,Audi, A6,2017,52822,2.0,Semi-Auto,Diesel,64.2,19995
709,Audi, A6,2015,70228,3.0,Semi-Auto,Diesel,54.3,18990
710,Audi, A3,2017,21637,2.0,Manual,Diesel,67.3,15795
711,Audi, Q3,2014,52006,2.0,Manual,Diesel,54.3,12595
712,Audi, Q3,2016,28994,2.0,Semi-Auto,Diesel,50.4,20495
713,Audi, A6,2018,30,3.0,Manual,Diesel,39.2,37995
714,Audi, Q5,2019,7093,2.0,Automatic,Diesel,38.2,35995
715,Audi, Q2,2020,1934,2.0,Semi-Auto,Petrol,32.5,35495
716,Audi, A4,2019,4708,2.0,Semi-Auto,Diesel,49.6,28995
717,Audi, Q3,2019,4304,2.0,Automatic,Diesel,37.7,38995
718,Audi, Q2,2017,9256,1.4,Manual,Petrol,52.3,19495
719,Audi, Q3,2018,11403,1.5,Automatic,Petrol,38.2,27995
720,Audi, A1,2019,1952,1.0,Semi-Auto,Petrol,44.1,23995
721,Audi, A6,2019,8060,3.0,Semi-Auto,Diesel,37.7,41995
722,Audi, A6,2018,7415,2.0,Semi-Auto,Diesel,47.9,31700
723,Audi, A8,2018,9756,3.0,Automatic,Petrol,37.7,42000
724,Audi, A5,2018,9102,3.0,Automatic,Diesel,51.4,33500
725,Audi, Q5,2018,6002,2.0,Automatic,Diesel,38.2,31000
726,Audi, Q7,2018,6591,3.0,Automatic,Diesel,33.2,45000
727,Audi, Q2,2019,1000,1.6,Manual,Diesel,49.6,22495
728,Audi, A3,2019,5450,1.5,Automatic,Petrol,44.8,21995
729,Audi, Q2,2019,1000,2.0,Automatic,Diesel,46.3,29809
730,Audi, A5,2019,1000,2.0,Automatic,Petrol,40.4,31995
731,Audi, A4,2016,23596,2.0,Manual,Petrol,48.7,18000
732,Audi, Q7,2018,11719,4.0,Automatic,Diesel,39.2,55500
733,Audi, Q5,2019,3185,2.0,Automatic,Diesel,39.2,31500
734,Audi, Q5,2019,8744,2.0,Automatic,Diesel,39.2,30995
735,Audi, A6,2019,238,2.0,Automatic,Diesel,47.9,32250
736,Audi, A5,2019,4693,2.0,Automatic,Diesel,47.1,31695
737,Audi, Q3,2016,28186,2.0,Manual,Diesel,52.3,19000
738,Audi, Q3,2016,37000,2.0,Semi-Auto,Diesel,54.3,16995
739,Audi, A1,2017,13555,1.4,Manual,Petrol,55.4,14695
740,Audi, Q5,2016,31031,3.0,Semi-Auto,Diesel,42.2,31495
741,Audi, Q3,2016,34500,2.0,Manual,Diesel,49.6,17395
742,Audi, Q5,2019,6412,2.0,Semi-Auto,Diesel,39.2,33995
743,Audi, A3,2017,14500,1.4,Manual,Petrol,60.1,17500
744,Audi, A1,2017,24857,1.6,Manual,Diesel,76.3,11495
745,Audi, A6,2019,2394,2.0,Automatic,Diesel,50.4,32494
746,Audi, Q5,2019,1000,2.0,Automatic,Diesel,39.2,36202
747,Audi, Q5,2019,1000,2.0,Automatic,Diesel,38.2,37395
748,Audi, A6,2019,1000,2.0,Automatic,Diesel,50.4,31000
749,Audi, A8,2018,10296,3.0,Automatic,Diesel,50.4,37000
750,Audi, A3,2018,6629,1.5,Automatic,Petrol,42.2,20000
751,Audi, A4,2019,6768,2.0,Manual,Diesel,74.3,26495
752,Audi, A4,2019,5363,2.0,Automatic,Petrol,39.8,23995
753,Audi, A7,2019,4288,3.0,Automatic,Diesel,38.2,42500
